,player_name,season,age,player_height,player_weight,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
2102,Stephon Marbury,1,24.0,187.96,81.64656,67,23.9,3.1,7.6,-5.7,0.023,0.069,0.293,0.54,0.389
2339,Stephon Marbury,2,25.0,187.96,81.64656,82,20.4,3.2,8.1,-1.7,0.026,0.069,0.265,0.519,0.355
2770,Stephon Marbury,3,26.0,187.96,92.98636,81,22.3,3.2,8.1,1.5,0.018,0.074,0.2739999999999999,0.52,0.357
3327,Stephon Marbury,4,27.0,187.96,92.98636,81,20.2,3.2,8.9,-0.9,0.02,0.072,0.255,0.519,0.385
3651,Stephon Marbury,5,28.0,187.96,90.7184,82,21.7,3.0,8.1,-1.8,0.017,0.07,0.245,0.575,0.344
4020,Stephon Marbury,6,29.0,187.96,92.98636,60,16.3,2.9,6.4,-7.4,0.013,0.0819999999999999,0.218,0.532,0.305
4700,Stephon Marbury,7,30.0,187.96,92.98636,74,16.4,2.9,5.4,-4.0,0.016,0.076,0.215,0.539,0.249
5284,Stephon Marbury,8,31.0,187.96,92.98636,24,13.9,2.5,4.7,-11.4,0.023,0.06,0.201,0.527,0.244
5530,Stephon Marbury,9,32.0,187.96,92.98636,23,3.8,1.2,3.3,-3.2,0.006,0.07,0.176,0.377,0.2739999999999999
243,Stephon Marbury,97,20.0,187.96,81.64656,67,15.8,2.7,7.8,-3.1,0.0279999999999999,0.066,0.244,0.519,0.373
623,Stephon Marbury,98,21.0,187.96,81.64656,82,17.7,2.8,8.6,0.9,0.021,0.062,0.241,0.505,0.359
1173,Stephon Marbury,99,22.0,187.96,81.64656,49,21.3,2.9,8.9,2.4,0.02,0.067,0.271,0.519,0.411
9800,Sterling Brown,18,23.0,198.12,104.32616,54,4.0,2.6,0.5,-2.5,0.035,0.147,0.135,0.503,0.049
10391,Sterling Brown,19,24.0,198.12,105.233344,58,6.4,3.2,1.4,0.2,0.026,0.13,0.149,0.563,0.115
10962,Sterling Brown,20,25.0,195.58,99.336648,52,5.1,3.5,1.0,2.4,0.037,0.168,0.162,0.486,0.094
11536,Sterling Brown,21,26.0,195.58,99.336648,51,8.2,4.4,1.4,-5.4,0.0289999999999999,0.147,0.133,0.597,0.088
12244,Sterling Brown,22,27.0,195.58,99.336648,49,3.3,3.0,0.7,2.3,0.039,0.187,0.124,0.495,0.078
12433,Sterling Brown,23,28.0,195.58,99.336648,4,0.0,2.0,0.5,0.4,0.091,0.152,0.061,0.0,0.077
3342,Steve Blake,4,24.0,190.5,78.017824,75,5.9,1.6,2.8,-4.4,0.0139999999999999,0.083,0.182,0.509,0.26
3649,Steve Blake,5,25.0,190.5,78.017824,44,4.3,1.6,1.6,-6.2,0.03,0.096,0.17,0.4679999999999999,0.18
4019,Steve Blake,6,26.0,190.5,78.017824,68,8.2,2.1,4.5,-11.8,0.017,0.083,0.157,0.5489999999999999,0.2769999999999999
4699,Steve Blake,7,27.0,190.5,78.017824,82,6.4,2.1,5.0,-1.0,0.011,0.077,0.133,0.491,0.26
5271,Steve Blake,8,28.0,190.5,78.017824,81,8.5,2.4,5.1,1.3,0.015,0.08,0.153,0.518,0.261
5531,Steve Blake,9,29.0,190.5,78.017824,69,11.0,2.5,5.0,9.9,0.015,0.085,0.17,0.557,0.243
5873,Steve Blake,10,30.0,190.5,78.017824,80,7.3,2.3,4.8,-2.7,0.012,0.093,0.146,0.539,0.272
6468,Steve Blake,11,31.0,190.5,78.017824,79,4.0,2.0,2.2,3.6,0.0139999999999999,0.094,0.115,0.5,0.157
7112,Steve Blake,12,32.0,190.5,78.017824,53,5.2,1.6,3.3,0.2,0.009,0.067,0.131,0.493,0.216
7212,Steve Blake,13,33.0,190.5,78.017824,45,7.3,2.9,3.8,2.1,0.02,0.1009999999999999,0.133,0.573,0.2269999999999999
7944,Steve Blake,14,34.0,190.5,78.017824,55,6.9,2.9,5.6,-4.9,0.009,0.105,0.14,0.508,0.303
8302,Steve Blake,15,35.0,190.5,78.017824,81,4.3,1.7,3.6,3.6,0.012,0.083,0.132,0.507,0.264
8931,Steve Blake,16,36.0,190.5,78.017824,58,4.4,1.5,3.4,-3.7,0.01,0.092,0.148,0.51,0.311
1452,Steve Francis,0,23.0,190.5,87.543256,77,18.0,5.3,6.6,-3.7,0.062,0.102,0.249,0.5429999999999999,0.315
2101,Steve Francis,1,24.0,190.5,87.543256,80,19.9,6.9,6.5,2.6,0.071,0.129,0.241,0.563,0.278
2356,Steve Francis,2,25.0,190.5,88.45044,57,21.6,7.0,6.4,-1.6,0.051,0.142,0.281,0.517,0.281
2798,Steve Francis,3,26.0,190.5,88.45044,81,21.0,6.2,6.2,2.4,0.057,0.115,0.259,0.541,0.278
3382,Steve Francis,4,27.0,190.5,90.7184,79,16.6,5.5,6.2,3.0,0.045,0.111,0.237,0.501,0.276
3648,Steve Francis,5,28.0,190.5,90.7184,78,21.3,5.8,7.0,-0.3,0.049,0.12,0.284,0.521,0.315
4018,Steve Francis,6,29.0,190.5,90.7184,70,14.4,4.1,4.9,-5.2,0.039,0.109,0.225,0.534,0.257
4698,Steve Francis,7,30.0,190.5,95.25432,44,11.3,3.6,3.9,-0.9,0.032,0.121,0.1969999999999999,0.57,0.223
5270,Steve Francis,8,31.0,190.5,95.25432,10,5.5,2.3,3.0,-1.5,0.044,0.086,0.183,0.41,0.233
2100,Steve Goodrich,1,25.0,208.28,99.79024,12,1.6,1.8,0.5,-8.2,0.068,0.128,0.104,0.451,0.075
2355,Steve Goodrich,2,26.0,208.28,99.79024,9,0.6,0.6,0.6,-5.8,0.019,0.091,0.134,0.23,0.1669999999999999
245,Steve Hamer,97,23.0,213.36,111.13004,35,2.2,1.7,0.2,-3.1,0.065,0.181,0.126,0.545,0.037
622,Steve Henson,98,30.0,185.42,81.64656,23,1.6,0.1,0.2,10.2,0.0,0.0409999999999999,0.249,0.619,0.105
1174,Steve Henson,99,31.0,180.34,80.28578399999998,4,1.0,0.0,0.8,1.0,0.0,0.0,0.111,0.6940000000000001,0.3
1451,Steve Kerr,0,34.0,190.5,81.64656,32,2.8,0.6,0.4,0.8,0.012,0.062,0.144,0.564,0.078
2099,Steve Kerr,1,35.0,190.5,81.64656,55,3.3,0.6,1.0,2.4,0.011,0.051,0.135,0.546,0.143
2354,Steve Kerr,2,36.0,190.5,81.64656,65,4.1,0.9,1.0,3.3,0.009,0.081,0.154,0.573,0.134
2824,Steve Kerr,3,37.0,185.42,81.64656,75,4.0,0.8,0.9,1.7,0.015,0.0559999999999999,0.148,0.552,0.128
292,Steve Kerr,97,31.0,190.5,81.64656,82,8.1,1.6,2.1,10.1,0.018,0.062,0.13,0.667,0.14
621,Steve Kerr,98,32.0,190.5,82.10015200000001,50,7.5,1.5,1.9,5.5,0.0139999999999999,0.065,0.141,0.581,0.148
1175,Steve Kerr,99,33.0,190.5,82.10015200000001,44,4.4,1.0,1.1,6.3,0.01,0.055,0.134,0.507,0.111
1450,Steve Nash,0,26.0,190.5,88.45044,56,8.6,2.2,4.9,3.9,0.025,0.062,0.148,0.601,0.252
2098,Steve Nash,1,27.0,190.5,88.45044,70,15.6,3.2,7.3,6.5,0.023,0.078,0.211,0.603,0.335
2353,Steve Nash,2,28.0,190.5,88.45044,82,17.9,3.1,7.7,5.2,0.02,0.077,0.23,0.602,0.355
2799,Steve Nash,3,29.0,190.5,88.45044,82,17.8,2.9,7.3,10.3,0.026,0.07,0.242,0.5760000000000001,0.351
3343,Steve Nash,4,30.0,190.5,88.45044,78,14.5,3.0,8.8,4.7,0.024,0.073,0.193,0.59,0.37
3647,Steve Nash,5,31.0,190.5,88.45044,75,15.5,3.3,11.5,13.3,0.025,0.078,0.205,0.606,0.46
3997,Steve Nash,6,32.0,190.5,88.45044,79,18.8,4.2,10.5,8.8,0.02,0.1119999999999999,0.233,0.632,0.435
4697,Steve Nash,7,33.0,190.5,88.45044,76,18.6,3.5,11.6,11.5,0.0139999999999999,0.096,0.228,0.654,0.4679999999999999
5269,Steve Nash,8,34.0,190.5,80.73937600000001,81,16.9,3.5,11.1,10.3,0.013,0.096,0.218,0.6409999999999999,0.447
5532,Steve Nash,9,35.0,190.5,80.73937600000001,74,15.7,3.0,9.7,5.2,0.01,0.089,0.211,0.615,0.4029999999999999
5872,Steve Nash,10,36.0,190.5,80.73937600000001,81,16.5,3.3,11.0,7.1,0.016,0.091,0.228,0.615,0.483
6445,Steve Nash,11,37.0,190.5,80.73937600000001,75,14.7,3.5,11.4,4.5,0.019,0.099,0.212,0.601,0.498
7113,Steve Nash,12,38.0,190.5,80.73937600000001,62,12.5,3.0,10.7,3.8,0.016,0.088,0.1939999999999999,0.625,0.491
7183,Steve Nash,13,39.0,190.5,80.73937600000001,50,12.7,2.8,6.7,1.4,0.018,0.077,0.177,0.605,0.31
7945,Steve Nash,14,40.0,190.5,80.73937600000001,15,6.8,1.9,5.7,-9.3,0.012,0.086,0.186,0.488,0.428
246,Steve Nash,97,23.0,190.5,88.45044,65,3.3,1.0,2.1,-8.5,0.026,0.083,0.17,0.539,0.301
620,Steve Nash,98,24.0,190.5,88.45044,76,9.1,2.1,3.4,8.1,0.023,0.089,0.195,0.556,0.249
1176,Steve Nash,99,25.0,190.5,88.45044,40,7.9,2.9,5.5,-1.0,0.0279999999999999,0.073,0.151,0.471,0.2689999999999999
4696,Steve Novak,7,24.0,208.28,99.79024,35,1.5,0.7,0.2,-8.7,0.022,0.136,0.134,0.501,0.055
5268,Steve Novak,8,25.0,208.28,99.79024,35,3.9,1.0,0.2,-5.0,0.017,0.135,0.193,0.6509999999999999,0.043
5534,Steve Novak,9,26.0,208.28,99.79024,71,6.9,1.8,0.6,-10.2,0.018,0.105,0.168,0.606,0.061
5871,Steve Novak,10,27.0,208.28,108.86208,54,2.1,0.6,0.1,-16.5,0.003,0.103,0.142,0.505,0.025
6446,Steve Novak,11,28.0,208.28,108.86208,30,3.5,0.9,0.1,-10.3,0.022,0.135,0.159,0.737,0.025
7114,Steve Novak,12,29.0,208.28,108.86208,54,8.8,1.9,0.2,6.5,0.01,0.1119999999999999,0.163,0.684,0.02
7181,Steve Novak,13,30.0,208.28,106.59412,81,6.6,1.9,0.4,6.5,0.012,0.102,0.13,0.602,0.032
7946,Steve Novak,14,31.0,208.28,106.59412,54,3.3,1.1,0.2,0.6,0.016,0.111,0.125,0.599,0.038
8301,Steve Novak,15,32.0,208.28,102.0582,35,1.8,0.6,0.3,-19.6,0.01,0.11,0.133,0.5539999999999999,0.088
8932,Steve Novak,16,33.0,208.28,102.0582,10,2.4,0.5,0.0,5.1,0.0,0.102,0.18,0.6509999999999999,0.0
9256,Steve Novak,17,34.0,208.28,102.0582,8,0.6,0.4,0.0,-1.6,0.0,0.143,0.1689999999999999,0.357,0.0
271,Steve Scheffler,97,29.0,205.74,113.398,7,1.6,0.4,0.0,-19.9,0.043,0.077,0.186,0.799,0.0
7947,Steven Adams,14,20.0,213.36,115.66596,81,3.3,4.1,0.5,3.8,0.142,0.178,0.1159999999999999,0.541,0.05
8300,Steven Adams,15,21.0,213.36,115.66596,70,7.7,7.5,0.9,0.2,0.124,0.198,0.144,0.5489999999999999,0.0559999999999999
8933,Steven Adams,16,22.0,213.36,115.66596,80,8.0,6.7,0.8,11.1,0.124,0.158,0.127,0.621,0.042
9254,Steven Adams,17,23.0,213.36,115.66596,80,11.3,7.7,1.1,2.8,0.128,0.151,0.16,0.589,0.054
9799,Steven Adams,18,24.0,213.36,115.66596,76,13.9,9.0,1.2,6.4,0.142,0.123,0.16,0.63,0.051
10392,Steven Adams,19,25.0,213.36,120.20188,80,13.9,9.5,1.6,6.7,0.129,0.133,0.16,0.591,0.063
10963,Steven Adams,20,26.0,210.82,120.20188,63,10.9,9.3,2.3,4.4,0.128,0.214,0.168,0.604,0.128
11535,Steven Adams,21,27.0,210.82,120.20188,58,7.6,8.9,1.9,-0.1,0.132,0.187,0.118,0.596,0.088
12245,Steven Adams,22,28.0,210.82,120.20188,76,6.9,10.0,3.4,8.3,0.159,0.198,0.118,0.56,0.155
12432,Steven Adams,23,29.0,210.82,120.20188,42,8.6,11.5,2.3,9.7,0.171,0.222,0.139,0.564,0.107
5557,Steven Hill,9,23.0,213.36,111.13004,1,2.0,3.0,0.0,79.0,0.4,0.5,0.1009999999999999,1.0,0.0
2352,Steven Hunter,2,20.0,208.28,101.604608,53,3.6,1.8,0.1,-7.1,0.0819999999999999,0.1119999999999999,0.176,0.502,0.016
2827,Steven Hunter,3,21.0,213.36,99.79024,33,3.9,2.8,0.2,3.1,0.0969999999999999,0.125,0.139,0.531,0.022
3371,Steven Hunter,4,22.0,213.36,108.86208,59,3.2,2.9,0.2,-12.6,0.075,0.161,0.125,0.504,0.025
3646,Steven Hunter,5,23.0,213.36,108.86208,76,4.6,3.0,0.2,2.9,0.1009999999999999,0.123,0.139,0.596,0.018
4015,Steven Hunter,6,24.0,213.36,108.86208,69,6.1,3.9,0.2,-1.7,0.099,0.14,0.146,0.598,0.021
4674,Steven Hunter,7,25.0,213.36,108.86208,70,6.4,4.8,0.4,-7.4,0.086,0.159,0.134,0.573,0.0279999999999999
5267,Steven Hunter,8,26.0,213.36,108.86208,19,2.1,1.5,0.0,-7.6,0.086,0.123,0.155,0.53,0.0
5870,Steven Hunter,10,28.0,213.36,108.86208,21,2.5,2.0,0.0,-11.7,0.128,0.16,0.18,0.45,0.0
1449,Steven Smith,0,31.0,203.2,97.52228,82,14.9,3.8,2.5,9.1,0.0559999999999999,0.078,0.2,0.584,0.124
2097,Steven Smith,1,32.0,203.2,100.243832,81,13.6,3.4,2.6,5.6,0.042,0.086,0.1969999999999999,0.5870000000000001,0.139
2276,Steven Smith,2,33.0,203.2,100.243832,77,11.6,2.5,2.0,6.6,0.024,0.075,0.183,0.588,0.113
2828,Steven Smith,3,34.0,203.2,100.243832,53,6.8,1.9,1.3,1.9,0.024,0.081,0.173,0.528,0.114
3372,Steven Smith,4,35.0,203.2,100.243832,71,5.0,1.1,0.8,-3.7,0.033,0.076,0.183,0.5429999999999999,0.109
3645,Steven Smith,5,36.0,203.2,100.243832,50,6.3,1.3,1.4,-6.0,0.022,0.087,0.185,0.5539999999999999,0.161
4704,Steven Smith,7,24.0,205.74,113.398,8,0.6,0.8,0.0,-23.7,0.036,0.263,0.185,0.282,0.0
272,Steven Smith,97,28.0,203.2,97.52228,72,20.1,3.3,4.2,7.4,0.04,0.061,0.253,0.5479999999999999,0.203
619,Steven Smith,98,29.0,203.2,100.243832,73,20.1,4.2,4.0,4.4,0.057,0.07,0.242,0.563,0.187
1177,Steven Smith,99,30.0,203.2,97.52228,36,18.7,4.2,3.3,9.8,0.047,0.086,0.265,0.526,0.178
273,Stevin Smith,97,25.0,187.96,94.347136,8,1.8,1.3,0.5,-6.8,0.0289999999999999,0.157,0.163,0.38,0.118
274,Stojko Vrankovic,97,33.0,218.44,117.93392,53,3.4,3.2,0.3,-7.1,0.089,0.1689999999999999,0.125,0.583,0.0279999999999999
618,Stojko Vrankovic,98,34.0,218.44,117.93392,65,3.0,4.0,0.6,-6.9,0.081,0.21,0.1169999999999999,0.4539999999999999,0.053
1178,Stojko Vrankovic,99,35.0,218.44,117.93392,2,1.0,3.0,0.0,-56.2,0.267,0.222,0.14,0.25,0.0
2096,Stromile Swift,1,21.0,205.74,102.0582,80,4.9,3.6,0.4,-5.1,0.099,0.154,0.165,0.487,0.035
2350,Stromile Swift,2,22.0,205.74,102.0582,68,11.8,6.3,0.7,-9.1,0.103,0.158,0.2189999999999999,0.539,0.052
2829,Stromile Swift,3,23.0,205.74,102.0582,67,9.7,5.7,0.7,-2.5,0.092,0.1969999999999999,0.214,0.542,0.051
3373,Stromile Swift,4,24.0,205.74,104.32616,77,9.4,4.9,0.5,2.5,0.1009999999999999,0.175,0.223,0.53,0.043
3644,Stromile Swift,5,25.0,205.74,104.32616,60,10.1,4.6,0.7,1.7,0.088,0.166,0.247,0.517,0.063
3992,Stromile Swift,6,26.0,205.74,104.32616,66,8.9,4.4,0.4,-3.9,0.094,0.157,0.231,0.5329999999999999,0.04
4673,Stromile Swift,7,27.0,205.74,104.32616,54,7.8,4.6,0.3,-10.7,0.098,0.186,0.208,0.517,0.0289999999999999
5266,Stromile Swift,8,28.0,208.28,99.79024,56,6.1,3.6,0.5,-4.8,0.086,0.179,0.1969999999999999,0.5479999999999999,0.053
5578,Stromile Swift,9,29.0,208.28,99.79024,19,3.3,2.4,0.2,-1.8,0.093,0.175,0.1939999999999999,0.46,0.025
5558,Sun Sun,9,23.0,205.74,92.98636,10,0.6,0.0,0.2,-82.9,0.0,0.0,0.187,0.273,0.118
5869,Sundiata Gaines,10,24.0,185.42,88.45044,32,3.3,0.9,1.2,0.1,0.032,0.119,0.2319999999999999,0.518,0.289
6447,Sundiata Gaines,11,25.0,185.42,90.7184,24,4.6,1.6,1.8,-5.2,0.047,0.094,0.222,0.4589999999999999,0.2319999999999999
7115,Sundiata Gaines,12,26.0,185.42,90.7184,57,5.1,1.9,2.2,-7.6,0.039,0.121,0.212,0.465,0.278
10393,Svi Mykhailiuk,19,22.0,203.2,92.98636,42,3.2,0.9,0.9,-0.5,0.019,0.055,0.157,0.447,0.11
10964,Svi Mykhailiuk,20,23.0,200.66,92.98636,56,9.0,1.9,1.9,-0.6,0.013,0.071,0.165,0.578,0.12
11534,Svi Mykhailiuk,21,24.0,200.66,92.98636,66,8.5,2.5,1.7,-8.2,0.017,0.104,0.19,0.529,0.127
12246,Svi Mykhailiuk,22,25.0,200.66,92.98636,56,4.6,1.6,0.8,-5.9,0.024,0.1009999999999999,0.161,0.509,0.094
12431,Svi Mykhailiuk,23,26.0,200.66,92.98636,32,6.9,1.7,1.7,1.0,0.032,0.079,0.191,0.584,0.1669999999999999
3374,T.J. Ford,4,21.0,182.88,74.84268,55,7.1,3.2,6.5,-0.2,0.027,0.105,0.176,0.4429999999999999,0.375
3973,T.J. Ford,6,23.0,182.88,74.84268,72,12.2,4.3,6.6,-0.4,0.0289999999999999,0.118,0.1989999999999999,0.489,0.298
4661,T.J. Ford,7,24.0,182.88,74.84268,75,14.0,3.1,7.9,1.4,0.027,0.093,0.26,0.508,0.4479999999999999
5265,T.J. Ford,8,25.0,182.88,74.84268,51,12.1,2.0,6.1,0.8,0.022,0.074,0.263,0.5329999999999999,0.434
5581,T.J. Ford,9,26.0,182.88,74.84268,74,14.9,3.5,5.3,-1.3,0.0279999999999999,0.099,0.235,0.5329999999999999,0.278
5868,T.J. Ford,10,27.0,182.88,74.84268,47,10.3,3.2,3.8,-6.7,0.037,0.102,0.211,0.507,0.254
6448,T.J. Ford,11,28.0,182.88,74.84268,41,5.4,2.0,3.4,-1.8,0.024,0.092,0.186,0.434,0.308
7116,T.J. Ford,12,29.0,182.88,74.84268,14,3.6,1.3,3.2,7.3,0.019,0.089,0.173,0.519,0.349
10965,T.J. Leaf,20,23.0,208.28,100.697424,28,3.0,2.5,0.3,0.2,0.094,0.174,0.18,0.451,0.057
11533,T.J. Leaf,21,24.0,208.28,100.697424,7,1.7,0.7,0.1,-24.8,0.0,0.106,0.138,0.551,0.038
8934,T.J. McConnell,16,24.0,187.96,90.7184,81,6.1,3.1,4.5,-7.9,0.0289999999999999,0.154,0.171,0.511,0.36
9222,T.J. McConnell,17,25.0,187.96,90.7184,81,6.9,3.1,6.6,-6.2,0.02,0.109,0.144,0.504,0.374
9798,T.J. McConnell,18,26.0,187.96,86.18248,76,6.3,3.0,4.0,-1.4,0.021,0.1,0.134,0.545,0.258
10394,T.J. McConnell,19,27.0,187.96,86.18248,76,6.4,2.3,3.4,-0.7,0.018,0.094,0.148,0.555,0.249
10966,T.J. McConnell,20,28.0,185.42,86.18248,71,6.5,2.7,5.0,1.1,0.0279999999999999,0.107,0.1669999999999999,0.54,0.354
11498,T.J. McConnell,21,29.0,185.42,86.18248,69,8.6,3.7,6.6,2.5,0.03,0.106,0.149,0.583,0.337
12247,T.J. McConnell,22,30.0,185.42,86.18248,27,8.5,3.3,4.9,-5.5,0.0289999999999999,0.11,0.157,0.525,0.287
12430,T.J. McConnell,23,31.0,185.42,86.18248,75,8.7,3.1,5.3,-2.4,0.0279999999999999,0.123,0.182,0.59,0.39
9797,T.J. Warren,18,24.0,203.2,97.52228,65,19.6,5.1,1.3,-9.0,0.055,0.093,0.243,0.541,0.069
10395,T.J. Warren,19,25.0,203.2,97.52228,43,18.0,4.0,1.5,-7.7,0.022,0.108,0.221,0.58,0.073
10967,T.J. Warren,20,26.0,203.2,99.79024,67,19.8,4.2,1.5,2.7,0.031,0.092,0.2289999999999999,0.61,0.072
11497,T.J. Warren,21,27.0,203.2,99.79024,4,15.5,3.5,1.3,2.6,0.017,0.106,0.213,0.56,0.06
12447,T.J. Warren,23,29.0,203.2,99.79024,42,7.5,2.9,1.0,4.4,0.038,0.131,0.185,0.55,0.081
9762,TJ Leaf,18,21.0,208.28,104.32616,53,2.9,1.5,0.2,-11.7,0.0579999999999999,0.119,0.136,0.545,0.0279999999999999
10396,TJ Leaf,19,22.0,208.28,102.0582,58,3.9,2.2,0.4,3.6,0.077,0.145,0.158,0.5720000000000001,0.063
8299,TJ Warren,15,21.0,203.2,97.52228,40,6.1,2.1,0.6,-7.4,0.068,0.0819999999999999,0.177,0.551,0.069
8935,TJ Warren,16,22.0,203.2,104.32616,47,11.0,3.1,0.9,-7.2,0.057,0.1,0.198,0.5489999999999999,0.068
9221,TJ Warren,17,23.0,203.2,102.0582,66,14.4,5.1,1.1,-6.8,0.064,0.1159999999999999,0.19,0.539,0.0559999999999999
10968,Tacko Fall,20,24.0,226.06,141.067112,7,3.3,2.1,0.1,12.7,0.036,0.326,0.25,0.7509999999999999,0.067
11496,Tacko Fall,21,25.0,226.06,141.067112,19,2.5,2.7,0.2,6.3,0.123,0.237,0.127,0.66,0.0279999999999999
12248,Tacko Fall,22,26.0,228.6,141.067112,11,1.1,2.1,0.2,-0.8,0.115,0.271,0.124,0.3979999999999999,0.048
10398,Tahjere McCall,19,24.0,195.58,86.18248,1,4.0,1.0,0.0,63.9,0.0,0.2,0.136,0.581,0.0
5867,Taj Gibson,10,25.0,205.74,102.0582,82,9.0,7.5,0.9,-0.8,0.114,0.187,0.1669999999999999,0.521,0.049
6449,Taj Gibson,11,26.0,205.74,102.0582,80,7.1,5.7,0.7,8.9,0.1119999999999999,0.191,0.1689999999999999,0.502,0.054
7117,Taj Gibson,12,27.0,205.74,102.0582,63,7.7,5.3,0.7,15.1,0.1159999999999999,0.162,0.186,0.522,0.065
7180,Taj Gibson,13,28.0,205.74,102.0582,65,8.0,5.3,0.9,4.8,0.1,0.178,0.182,0.518,0.071
7948,Taj Gibson,14,29.0,205.74,102.0582,82,13.0,6.8,1.1,3.6,0.102,0.165,0.2319999999999999,0.524,0.075
8298,Taj Gibson,15,30.0,205.74,102.0582,62,10.3,6.4,1.1,1.8,0.107,0.149,0.177,0.545,0.071
8936,Taj Gibson,16,31.0,205.74,102.0582,73,8.6,6.9,1.5,-2.6,0.1159999999999999,0.155,0.148,0.556,0.083
9220,Taj Gibson,17,32.0,205.74,107.047712,78,10.8,6.2,0.9,0.3,0.084,0.181,0.19,0.5429999999999999,0.057
9794,Taj Gibson,18,33.0,205.74,106.59412,82,12.2,7.1,1.2,4.6,0.072,0.146,0.144,0.61,0.051
10431,Taj Gibson,19,34.0,205.74,105.233344,70,10.8,6.5,1.2,-2.1,0.095,0.161,0.1669999999999999,0.612,0.072
10969,Taj Gibson,20,35.0,205.74,105.233344,62,6.1,4.3,0.8,-12.5,0.098,0.158,0.145,0.61,0.077
11479,Taj Gibson,21,36.0,205.74,105.233344,45,5.4,5.6,0.8,7.3,0.102,0.151,0.095,0.6609999999999999,0.054
12249,Taj Gibson,22,37.0,205.74,105.233344,52,4.4,4.4,0.6,3.3,0.088,0.139,0.099,0.606,0.05
12449,Taj Gibson,23,38.0,205.74,105.233344,49,3.4,1.9,0.7,-1.1,0.068,0.143,0.151,0.585,0.094
10970,Talen Horton-Tucker,20,19.0,193.04,106.140528,6,5.7,1.2,1.0,-9.5,0.022,0.0559999999999999,0.18,0.535,0.107
11460,Talen Horton-Tucker,21,20.0,193.04,106.140528,65,9.0,2.6,2.8,1.0,0.019,0.104,0.21,0.536,0.209
12251,Talen Horton-Tucker,22,21.0,193.04,106.140528,60,10.0,3.2,2.7,-2.2,0.024,0.1,0.1889999999999999,0.503,0.153
12468,Talen Horton-Tucker,23,22.0,193.04,106.140528,65,10.7,3.2,3.8,0.1,0.03,0.1169999999999999,0.25,0.508,0.2739999999999999
2830,Tamar Slay,3,23.0,203.2,97.52228,36,2.6,0.9,0.4,-0.8,0.033,0.1009999999999999,0.213,0.428,0.086
3375,Tamar Slay,4,24.0,203.2,97.52228,22,2.4,1.1,0.6,-14.2,0.075,0.125,0.223,0.401,0.1689999999999999
3643,Tamar Slay,5,25.0,203.2,99.79024,8,3.5,1.8,0.4,-12.8,0.071,0.1669999999999999,0.253,0.351,0.067
2349,Tang Hamilton,2,24.0,203.2,99.79024,9,2.2,2.0,0.6,-0.5,0.065,0.145,0.103,0.514,0.088
4648,Tarence Kinsey,7,23.0,198.12,85.728888,48,7.7,2.0,0.9,-6.4,0.036,0.083,0.181,0.532,0.068
5264,Tarence Kinsey,8,24.0,198.12,81.19296800000001,11,3.6,1.1,0.2,2.3,0.035,0.093,0.1969999999999999,0.492,0.038
5582,Tarence Kinsey,9,25.0,198.12,85.728888,50,2.0,0.8,0.2,-4.6,0.047,0.1119999999999999,0.18,0.595,0.062
12450,Tari Eason,23,22.0,203.2,97.52228,82,9.3,6.0,1.1,-4.8,0.1009999999999999,0.172,0.184,0.525,0.075
8297,Tarik Black,15,23.0,210.82,116.573144,63,6.0,5.8,0.7,-2.8,0.131,0.2289999999999999,0.141,0.583,0.059
8937,Tarik Black,16,24.0,205.74,113.398,39,3.4,4.0,0.4,0.7,0.1,0.257,0.13,0.537,0.053
9219,Tarik Black,17,25.0,205.74,113.398,67,5.7,5.1,0.6,-1.9,0.138,0.2019999999999999,0.154,0.56,0.052
9761,Tarik Black,18,26.0,205.74,113.398,51,3.5,3.2,0.3,-7.3,0.108,0.181,0.147,0.5820000000000001,0.042
1448,Tariq Abdul-Wahad,0,25.0,198.12,101.151016,61,11.4,4.8,1.6,-1.6,0.067,0.126,0.218,0.477,0.098
2095,Tariq Abdul-Wahad,1,26.0,198.12,101.151016,29,3.8,2.0,0.8,-7.9,0.035,0.119,0.17,0.4379999999999999,0.087
2348,Tariq Abdul-Wahad,2,27.0,198.12,101.151016,24,5.6,3.5,1.0,-7.8,0.0969999999999999,0.115,0.19,0.418,0.09
2831,Tariq Abdul-Wahad,3,28.0,198.12,102.0582,14,4.1,2.9,1.5,8.5,0.075,0.1369999999999999,0.15,0.47,0.147
617,Tariq Abdul-Wahad,98,23.0,198.12,101.151016,59,6.4,2.0,0.9,-7.0,0.048,0.085,0.217,0.456,0.087
1179,Tariq Abdul-Wahad,99,24.0,198.12,101.151016,49,9.3,3.8,1.0,-2.7,0.062,0.098,0.188,0.486,0.062
10971,Tariq Owens,20,25.0,208.28,92.98636,3,1.3,1.0,0.0,-43.4,0.105,0.067,0.171,0.34,0.0
5263,Taurean Green,8,21.0,182.88,80.28578399999998,17,1.6,0.6,0.6,5.4,0.0,0.141,0.23,0.446,0.208
9218,Taurean Prince,17,23.0,203.2,99.79024,59,5.7,2.7,0.9,-0.8,0.027,0.143,0.171,0.513,0.091
9726,Taurean Prince,18,24.0,203.2,99.79024,82,14.1,4.7,2.6,-7.5,0.02,0.138,0.216,0.5489999999999999,0.135
10432,Taurean Prince,19,25.0,203.2,99.79024,55,13.5,3.6,2.1,-6.9,0.013,0.11,0.19,0.575,0.107
