Player,Season,G,GS,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,VORP
Steven Hunter,2005,56,3,1046,6.5,10.5,0.0,0.0,6.5,10.5,3.7,7.8,4.7,6.2,10.9,0.6,0.2,4.9,2.1,6.3,16.6,0.7744018
Steven Hunter,2006,68,35,1312,6.9,11.5,0.0,0.0,6.9,11.5,2.8,5.4,4.3,6.4,10.7,0.7,0.5,3.0,2.5,4.7,16.6,0.7744018
Steven Hunter,2007,68,41,1605,6.2,10.7,0.0,0.0,6.2,10.7,2.4,5.0,3.8,7.3,11.0,0.9,0.4,2.5,2.1,4.5,14.8,0.7744018
Stromile Swift,2001,27,6,1312,6.1,13.5,0.0,0.2,6.1,13.4,3.4,5.6,4.3,7.0,11.3,1.1,2.5,3.3,2.6,6.4,15.6,0.7744018
Stromile Swift,2002,60,14,1805,8.6,17.8,0.0,0.1,8.6,17.7,6.3,8.9,4.7,7.9,12.5,1.5,1.5,3.3,3.6,5.2,23.4,0.7744018
Stromile Swift,2003,61,26,1478,8.2,17.1,0.0,0.1,8.2,17.1,6.2,8.6,4.0,9.5,13.5,1.6,1.9,3.6,3.5,5.3,22.7,0.7744018
Stromile Swift,2004,64,10,1528,9.2,19.6,0.0,0.1,9.2,19.5,6.5,9.0,4.8,8.1,13.0,1.3,1.9,4.1,3.0,6.5,25.0,0.7744018
Stromile Swift,2005,72,14,1279,9.3,20.7,0.0,0.2,9.3,20.5,7.0,9.3,3.9,7.7,11.6,1.8,1.7,3.9,3.8,7.7,25.6,0.7744018
Stromile Swift,2006,67,5,1344,9.1,18.6,0.0,0.1,9.1,18.5,5.5,8.5,4.2,7.6,11.8,1.0,1.5,2.0,3.7,8.0,23.8,0.7744018
Stromile Swift,2007,74,18,1029,8.0,17.2,0.0,0.2,8.0,17.0,4.8,6.7,4.2,8.2,12.5,0.8,1.5,3.1,3.4,7.3,20.9,0.7744018
Stromile Swift,2008,68,4,844,8.2,16.0,0.0,0.1,8.2,15.9,4.4,6.6,3.9,8.2,12.0,1.6,0.9,3.3,3.1,6.8,20.8,0.7744018
Svi Mykhailiuk,2019,27,0,440,4.9,14.8,3.1,9.4,1.8,5.4,1.3,2.1,1.0,2.9,3.8,3.9,1.5,0.1,2.2,2.7,14.1,0.7744018
Svi Mykhailiuk,2020,41,27,1265,6.5,15.7,4.5,11.1,2.0,4.7,2.2,2.7,0.7,3.4,4.0,4.1,1.6,0.2,2.4,3.4,19.6,0.7744018
Svi Mykhailiuk,2021,55,14,1324,7.6,18.4,3.8,11.4,3.8,7.0,1.4,1.8,0.9,5.1,5.9,4.0,1.9,0.4,3.2,2.3,20.4,0.7744018
Svi Mykhailiuk,2022,63,5,716,6.4,16.3,2.9,9.4,3.5,7.0,2.2,2.6,1.4,5.0,6.4,3.1,1.8,0.3,2.2,3.8,17.8,0.7744018
Svi Mykhailiuk,2023,62,8,468,7.9,17.7,4.3,10.1,3.6,7.6,2.7,4.0,1.5,3.9,5.4,5.4,1.5,0.4,2.4,2.3,22.7,0.7744018
Svi Mykhailiuk,2024,53,2,413,6.8,16.4,5.0,12.9,1.8,3.5,0.7,1.1,1.3,4.8,6.1,4.2,1.3,0.1,1.4,2.3,19.4,0.7744018
T.J. Ford,2004,15,55,1472,5.4,14.2,0.2,0.7,5.3,13.4,2.8,3.5,1.3,5.0,6.3,12.7,2.1,0.1,4.9,4.4,13.9,0.7744018
T.J. Ford,2006,41,70,2557,6.7,16.2,0.7,2.1,6.0,14.1,3.8,5.1,1.3,5.1,6.4,9.7,2.1,0.1,4.5,4.0,18.1,0.7744018
T.J. Ford,2007,63,71,2243,9.1,20.9,0.5,1.6,8.6,19.3,5.5,6.8,1.2,4.2,5.5,13.8,2.3,0.2,5.3,4.3,24.2,0.7744018
T.J. Ford,2008,68,26,1199,10.9,23.2,0.7,2.3,10.2,21.0,4.9,5.5,1.0,3.4,4.4,13.9,2.4,0.0,4.5,4.1,27.4,0.7744018
T.J. Ford,2009,59,49,2258,9.1,20.1,0.8,2.3,8.3,17.8,5.4,6.2,1.3,4.4,5.7,8.6,2.0,0.4,4.0,4.0,24.4,0.7744018
T.J. Ford,2010,74,32,1189,7.7,17.4,0.3,2.1,7.4,15.3,4.3,5.6,1.7,4.5,6.2,7.5,1.8,0.5,3.7,4.2,20.1,0.7744018
T.J. Ford,2011,64,3,773,6.0,15.5,0.4,2.1,5.6,13.4,2.3,3.1,1.1,4.2,5.3,9.2,2.3,0.5,4.1,4.5,14.6,0.7744018
T.J. McConnell,2016,54,17,1606,6.7,14.2,0.9,2.7,5.7,11.4,0.8,1.3,1.3,6.3,7.6,11.2,2.9,0.3,4.3,3.5,15.0,0.7744018
T.J. McConnell,2017,71,51,2133,5.4,11.7,0.3,1.3,5.1,10.4,1.7,2.1,0.9,4.8,5.7,12.2,3.1,0.2,3.6,3.2,12.7,0.7744018
T.J. McConnell,2018,74,1,1706,5.9,11.9,0.8,1.7,5.2,10.1,0.9,1.1,1.0,5.3,6.4,8.5,2.6,0.4,3.2,3.4,13.5,0.7744018
T.J. McConnell,2019,75,3,1470,7.1,13.5,0.4,1.3,6.6,12.1,0.9,1.2,0.9,4.7,5.6,8.3,2.5,0.5,2.9,3.4,15.5,0.7744018
T.J. McConnell,2020,79,3,1326,7.8,15.0,0.2,0.6,7.6,14.4,1.3,1.5,1.4,5.5,6.9,13.0,2.0,0.4,3.7,2.7,17.0,0.7744018
T.J. McConnell,2021,76,3,1796,7.2,12.9,0.4,1.3,6.8,11.6,0.9,1.3,1.4,5.3,6.7,12.0,3.4,0.6,3.6,3.0,15.7,0.7744018
T.J. McConnell,2023,82,6,1526,8.8,16.2,0.8,1.8,8.0,14.4,1.8,2.1,1.4,5.9,7.3,12.4,2.5,0.3,4.4,3.3,20.2,0.7744018
T.J. McConnell,2024,78,4,1291,12.1,21.7,0.7,1.6,11.4,20.1,1.8,2.3,1.3,5.7,7.0,14.3,2.6,0.3,3.9,2.9,26.6,0.7744018
T.J. Warren,2015,27,1,614,9.2,17.4,0.4,1.7,8.8,15.7,1.1,1.5,3.3,3.6,6.9,2.0,1.5,0.7,2.2,4.1,19.9,0.7744018
T.J. Warren,2016,40,4,1070,10.1,20.1,1.3,3.2,8.8,16.9,2.0,2.9,2.6,4.1,6.7,2.0,1.7,0.7,1.5,4.3,23.4,0.7744018
T.J. Warren,2017,50,59,2048,9.4,19.0,0.6,2.3,8.8,16.7,2.8,3.6,2.9,5.0,7.9,1.8,1.8,0.9,1.3,4.1,22.2,0.7744018
T.J. Warren,2018,63,65,2142,11.8,23.8,0.4,2.0,11.4,21.7,4.3,5.7,2.8,4.6,7.4,1.9,1.5,0.9,1.9,3.3,28.4,0.7744018
T.J. Warren,2019,66,36,1360,10.4,21.5,2.7,6.3,7.7,15.1,3.5,4.4,1.1,5.0,6.1,2.2,1.8,1.0,1.8,4.2,27.1,0.7744018
T.J. Warren,2020,59,67,2202,11.8,22.0,2.0,5.0,9.8,17.0,3.7,4.5,1.5,4.7,6.2,2.2,1.7,0.7,1.9,4.1,29.2,0.7744018
T.J. Warren,2023,82,0,687,9.4,19.2,1.6,4.8,7.8,14.4,2.0,2.5,1.8,6.8,8.6,2.8,1.6,0.9,1.4,4.6,22.3,0.7744018
Taj Gibson,2010,61,70,2204,7.3,14.7,0.0,0.0,7.3,14.7,2.6,4.1,5.3,9.0,14.3,1.6,1.2,2.4,2.7,6.6,17.2,0.7744018
Taj Gibson,2011,75,19,1742,7.1,15.3,0.0,0.2,7.1,15.1,3.0,4.5,4.9,9.0,14.0,1.8,1.2,3.2,2.2,6.2,17.4,0.7744018
Taj Gibson,2012,77,0,1284,8.4,16.9,0.0,0.0,8.4,16.9,3.5,5.7,5.7,8.3,13.9,2.0,1.1,3.4,2.5,5.5,20.3,0.7744018
Taj Gibson,2013,72,5,1459,7.9,16.2,0.0,0.1,7.9,16.1,3.3,4.8,4.6,8.1,12.7,2.2,1.0,3.3,2.8,6.1,19.0,0.7744018
Taj Gibson,2014,73,8,2351,9.7,20.3,0.0,0.2,9.7,20.1,4.8,6.4,4.5,8.1,12.6,2.1,0.9,2.5,3.4,4.7,24.2,0.7744018
Taj Gibson,2015,82,17,1692,7.8,15.5,0.0,0.0,7.8,15.5,4.0,5.6,5.0,7.2,12.1,2.2,1.1,2.3,2.4,5.0,19.6,0.7744018
Taj Gibson,2016,72,55,1936,6.8,12.9,0.0,0.1,6.8,12.9,2.6,3.8,5.3,7.7,13.1,2.7,1.2,2.0,2.0,4.7,16.2,0.7744018
Taj Gibson,2017,77,71,1989,9.2,17.8,0.1,0.3,9.1,17.5,2.8,4.0,4.0,8.2,12.2,1.8,1.0,1.6,2.6,4.1,21.3,0.7744018
Taj Gibson,2018,76,82,2726,7.8,13.5,0.1,0.6,7.7,12.9,2.6,3.4,3.6,7.2,10.7,1.8,1.1,1.1,1.6,4.0,18.3,0.7744018
Taj Gibson,2019,75,57,1686,8.6,15.3,0.3,1.0,8.3,14.3,3.8,5.0,4.9,8.1,13.0,2.4,1.5,1.1,2.1,5.3,21.4,0.7744018
Taj Gibson,2020,65,56,1025,7.9,13.6,0.2,0.7,7.7,12.9,1.9,2.7,5.3,7.4,12.7,2.5,1.3,1.4,2.2,5.8,18.0,0.7744018
Taj Gibson,2021,58,3,936,5.3,8.4,0.2,0.8,5.1,7.6,2.1,2.9,5.3,8.1,13.4,1.9,1.7,2.6,1.2,5.3,12.9,0.7744018
Taj Gibson,2022,46,4,946,4.5,8.8,0.8,2.0,3.8,6.8,2.2,2.8,4.7,7.5,12.1,1.7,1.2,2.1,1.4,7.2,12.1,0.7744018
Taj Gibson,2023,46,2,480,6.6,12.7,0.8,2.4,5.8,10.2,3.0,4.3,3.2,6.2,9.4,3.4,1.5,1.2,2.6,8.5,17.0,0.7744018
Talen Horton-Tucker,2021,15,4,1304,8.4,18.2,1.4,4.9,7.0,13.4,3.7,4.8,0.9,5.4,6.3,6.8,2.4,0.8,3.9,4.7,21.8,0.7744018
Talen Horton-Tucker,2022,46,19,1511,7.1,17.1,1.6,5.8,5.6,11.3,3.2,4.0,1.2,4.9,6.1,5.0,1.9,0.9,2.6,4.7,18.9,0.7744018
Talen Horton-Tucker,2023,50,20,1313,9.3,22.3,2.1,7.4,7.2,14.9,4.6,6.1,1.5,6.1,7.6,8.9,1.5,1.1,4.6,3.9,25.4,0.7744018
Talen Horton-Tucker,2024,59,11,1009,8.8,22.2,2.9,8.7,5.9,13.5,4.2,5.2,1.0,4.8,5.8,8.5,2.2,0.9,3.1,4.5,24.7,0.7744018
Tarik Black,2015,54,39,1196,6.6,11.6,0.0,0.0,6.6,11.5,2.8,5.0,6.0,9.6,15.6,1.8,0.8,1.0,2.0,6.7,16.0,0.7744018
Tarik Black,2016,62,0,496,5.8,10.5,0.0,0.0,5.8,10.5,1.9,4.6,4.5,11.4,15.9,1.6,1.4,1.8,2.2,7.9,13.5,0.7744018
Tarik Black,2017,53,16,1091,6.7,13.1,0.0,0.1,6.7,13.0,3.7,4.9,6.4,8.9,15.3,1.7,1.3,2.0,2.6,7.7,17.1,0.7744018
Tarik Black,2018,71,2,536,6.9,11.7,0.1,1.0,6.8,10.6,2.7,5.8,5.8,9.2,15.0,1.2,1.9,2.8,3.2,9.8,16.5,0.7744018
Taurean Prince,2017,40,10,981,5.7,14.3,1.7,5.1,4.1,9.2,3.7,4.7,1.3,6.6,7.9,2.8,2.2,1.4,3.1,4.8,16.8,0.7744018
Taurean Prince,2018,56,82,2464,8.2,19.3,3.5,9.1,4.7,10.3,3.0,3.6,1.0,6.7,7.7,4.2,1.7,0.8,3.8,3.3,23.0,0.7744018
Taurean Prince,2019,71,47,1552,7.8,17.7,3.7,9.4,4.1,8.3,2.8,3.5,0.7,5.3,5.9,3.5,1.6,0.6,3.0,4.2,22.1,0.7744018
Taurean Prince,2020,61,61,1857,7.1,18.8,3.7,11.0,3.4,7.8,1.8,2.3,1.3,8.4,9.7,3.0,1.5,0.6,3.2,4.1,19.7,0.7744018
Taurean Prince,2021,69,10,905,7.1,17.7,3.4,8.4,3.7,9.3,3.5,4.1,1.0,6.7,7.7,4.1,1.5,1.2,2.5,4.1,21.1,0.7744018
Taurean Prince,2022,61,8,1177,7.2,15.8,3.5,9.3,3.7,6.5,2.5,3.3,1.1,6.0,7.0,2.7,1.9,0.9,2.1,4.7,20.3,0.7744018
Taurean Prince,2023,75,4,1192,7.1,15.1,2.9,7.7,4.1,7.4,2.6,3.1,0.6,4.7,5.3,3.3,1.1,0.6,2.8,4.9,19.6,0.7744018
Taurean Prince,2024,68,49,2108,5.7,12.9,3.2,8.0,2.5,4.9,1.1,1.5,0.5,4.7,5.2,2.7,1.3,0.8,1.6,3.3,15.7,0.7744018
Tayshaun Prince,2003,40,5,435,6.7,15.0,2.5,6.0,4.2,9.0,1.4,2.2,0.6,5.1,5.7,3.1,1.3,1.8,2.7,3.2,17.4,0.7744018
Tayshaun Prince,2004,48,80,2701,6.8,14.6,1.2,3.2,5.7,11.4,2.2,2.9,1.9,6.0,7.9,3.9,1.3,1.4,2.4,3.0,17.0,0.7744018
Tayshaun Prince,2005,71,82,3039,8.5,17.4,0.9,2.5,7.6,14.9,4.0,5.0,2.4,5.5,7.9,4.5,1.0,1.3,2.4,2.9,21.8,0.7744018
Tayshaun Prince,2006,75,82,2898,8.7,19.1,1.2,3.5,7.5,15.6,3.5,4.5,2.0,4.6,6.6,3.6,1.2,0.7,1.7,1.8,22.1,0.7744018
Tayshaun Prince,2007,78,82,3001,8.4,18.3,1.5,3.8,6.9,14.4,3.2,4.1,2.6,5.2,7.9,4.2,0.9,1.0,1.8,2.1,21.5,0.7744018
Tayshaun Prince,2008,82,82,2694,8.6,19.2,1.1,3.0,7.5,16.2,3.8,4.9,2.2,5.9,8.1,5.5,0.9,0.7,1.9,1.8,22.0,0.7744018
Tayshaun Prince,2009,82,82,3057,8.3,18.5,1.0,2.6,7.3,15.9,3.4,4.4,2.3,6.3,8.6,4.6,0.8,0.9,1.8,1.9,21.1,0.7744018
Tayshaun Prince,2010,82,49,1664,9.2,18.9,0.9,2.4,8.3,16.5,2.3,3.2,2.3,5.8,8.1,5.2,1.1,0.7,2.0,2.5,21.5,0.7744018
Tayshaun Prince,2011,65,78,2562,9.9,21.0,0.7,2.1,9.2,19.0,2.5,3.5,1.6,5.3,6.9,4.5,0.6,0.9,1.7,1.9,23.1,0.7744018
Tayshaun Prince,2012,80,63,2087,8.7,20.6,1.0,2.7,7.7,17.9,2.3,3.0,1.9,5.4,7.2,3.9,0.7,0.8,1.9,2.0,20.6,0.7744018
Tayshaun Prince,2013,69,81,2631,7.3,16.7,0.8,1.9,6.5,14.8,2.0,2.6,1.5,5.9,7.4,4.0,1.0,0.5,1.8,1.7,17.3,0.7744018
Tayshaun Prince,2014,75,76,1948,5.5,13.5,0.5,1.9,4.9,11.6,0.9,1.6,0.9,5.5,6.4,3.3,1.1,0.5,1.1,1.7,12.4,0.7744018
Tayshaun Prince,2015,68,16,1397,6.5,14.9,1.1,2.5,5.4,12.4,1.8,2.4,1.9,5.8,7.8,3.4,1.1,0.6,1.3,2.0,16.1,0.7744018
Tayshaun Prince,2016,56,44,1462,3.5,7.9,0.1,0.8,3.4,7.1,0.4,0.7,1.1,4.0,5.1,2.5,1.2,0.4,0.9,2.1,7.6,0.7744018
Terance Mann,2020,54,6,362,4.8,10.3,0.9,2.6,3.9,7.7,2.4,3.5,1.3,5.9,7.2,6.9,1.4,0.7,2.4,6.0,12.9,0.7744018
Terance Mann,2021,51,10,1263,7.0,13.7,1.5,3.6,5.5,10.2,3.1,3.7,2.2,7.3,9.5,4.1,1.1,0.5,1.6,4.9,18.5,0.7744018
Terance Mann,2022,67,33,2317,7.1,14.6,1.6,4.4,5.5,10.2,2.7,3.5,2.2,6.8,9.0,4.4,1.2,0.4,1.8,3.8,18.4,0.7744018
Terance Mann,2023,78,36,1872,7.1,13.7,2.0,5.2,5.1,8.5,2.4,3.1,2.0,5.2,7.2,4.8,1.1,0.6,2.1,3.9,18.7,0.7744018
Terance Mann,2024,81,71,1873,6.7,13.0,1.9,5.4,4.8,7.6,2.1,2.5,2.3,4.4,6.7,3.1,1.1,0.4,1.3,3.8,17.3,0.7744018
Terence Davis,2020,41,4,1209,7.8,17.2,3.7,9.5,4.1,7.6,2.0,2.3,2.0,7.4,9.3,4.5,1.5,0.6,3.0,4.9,21.4,0.7744018
Terence Davis,2021,63,4,1074,8.7,20.5,4.4,12.0,4.4,8.5,2.0,2.5,0.9,6.0,6.9,3.7,2.0,0.6,2.8,4.4,23.9,0.7744018
Terence Davis,2022,61,11,536,10.1,24.0,4.4,13.4,5.7,10.6,3.2,3.9,1.0,7.5,8.4,3.6,2.2,1.0,3.0,6.3,27.9,0.7744018
Terence Davis,2023,49,5,841,8.8,20.7,5.1,13.8,3.7,6.9,1.9,2.4,1.1,6.8,7.9,3.8,2.4,0.7,3.0,5.9,24.5,0.7744018
Terrell Brandon,1998,82,48,1784,10.1,21.8,0.9,2.8,9.2,19.0,3.9,4.7,0.7,4.6,5.3,11.5,3.3,0.5,4.3,3.6,25.1,0.7744018
Terrell Brandon,1999,66,34,1217,9.4,22.4,0.5,2.1,8.8,20.3,2.9,3.4,1.2,4.7,5.9,13.6,2.8,0.4,3.3,3.6,22.1,0.7744018
Terrell Brandon,2000,59,71,2587,9.8,21.1,1.1,2.7,8.8,18.4,3.8,4.2,0.9,3.9,4.8,12.7,2.7,0.6,3.7,3.2,24.5,0.7744018
Terrell Brandon,2001,76,78,2821,9.5,21.0,0.6,1.7,8.9,19.3,3.6,4.2,1.1,4.4,5.5,10.8,3.0,0.4,2.9,2.6,23.2,0.7744018
Terrell Brandon,2002,80,28,962,8.5,20.1,0.2,1.3,8.3,18.9,4.6,4.6,0.9,4.2,5.1,14.6,2.9,0.3,2.4,2.7,21.9,0.7744018
Terrence Jones,2014,41,71,2078,9.3,17.1,0.7,2.4,8.5,14.7,2.8,4.7,3.9,8.8,12.7,2.1,1.3,2.4,1.7,3.3,22.1,0.7744018
Terrence Jones,2015,65,24,889,8.8,16.7,0.7,2.1,8.1,14.7,3.2,5.3,4.4,7.9,12.3,2.0,1.0,3.3,2.1,4.4,21.6,0.7744018
Terrence Jones,2016,47,11,1044,7.8,17.3,1.2,3.7,6.6,13.6,3.6,5.5,2.9,7.0,9.9,1.9,1.1,1.8,2.3,4.1,20.4,0.7744018
Terrence Jones,2017,59,12,1270,8.9,19.0,0.7,2.9,8.2,16.1,4.0,6.6,2.5,9.3,11.8,2.3,1.5,2.1,1.9,2.6,22.5,0.7744018
Terrence Ross,2013,27,2,1239,8.0,19.6,2.8,8.4,5.2,11.2,1.3,1.8,1.5,4.7,6.2,2.3,1.8,0.6,2.1,5.2,20.0,0.7744018
Terrence Ross,2014,57,62,2159,7.7,18.2,3.9,9.9,3.8,8.3,2.0,2.4,1.0,5.1,6.1,1.9,1.5,0.7,2.1,4.4,21.3,0.7744018
Terrence Ross,2015,67,61,2092,7.6,18.6,3.6,9.6,4.1,9.0,1.1,1.4,0.8,4.8,5.6,2.1,1.3,0.6,1.7,3.4,19.9,0.7744018
Terrence Ross,2016,71,7,1747,8.0,18.5,3.9,10.0,4.1,8.5,1.4,1.8,0.6,4.9,5.5,1.7,1.6,0.7,1.4,3.5,21.3,0.7744018
Terrence Ross,2017,70,24,1955,8.4,19.2,3.6,10.1,4.7,9.1,1.6,2.0,0.5,4.8,5.3,2.3,2.2,0.8,1.7,3.7,22.1,0.7744018
Terrence Ross,2019,82,0,2150,10.0,23.4,4.9,12.9,5.1,10.5,2.9,3.3,0.6,5.8,6.4,3.1,1.6,0.7,2.0,2.7,27.8,0.7744018
Terrence Ross,2020,81,0,1889,8.8,21.8,4.6,13.0,4.2,8.8,4.0,4.7,0.3,5.4,5.7,2.1,2.0,0.6,1.8,2.8,26.2,0.7744018
Terrence Ross,2021,75,2,1347,9.2,22.3,3.2,9.5,6.0,12.7,4.3,5.0,0.5,5.2,5.7,3.9,1.7,0.8,2.7,3.2,25.9,0.7744018
Terrence Ross,2022,64,0,1448,7.3,18.5,2.6,8.8,4.8,9.7,3.7,4.3,0.7,4.7,5.4,3.9,0.9,0.4,2.5,2.3,21.0,0.7744018
Terrence Ross,2023,72,9,1330,7.3,17.0,3.5,9.4,3.8,7.5,1.0,1.2,0.8,4.8,5.6,3.5,1.3,0.4,1.6,3.5,19.0,0.7744018
Terry Porter,1998,61,8,1786,7.5,16.7,2.7,6.8,4.8,10.0,4.8,5.7,1.1,3.8,4.9,7.9,1.8,0.5,3.0,3.0,22.6,0.7744018
Terry Porter,1999,68,1,1365,7.1,15.3,2.4,5.8,4.7,9.5,5.1,6.1,0.5,5.3,5.8,6.1,2.0,0.5,3.1,4.0,21.8,0.7744018
Terry Porter,2000,48,8,1613,6.8,15.2,3.0,6.8,3.8,8.4,4.5,5.6,0.8,5.5,6.3,7.2,1.6,0.3,3.3,2.6,21.0,0.7744018
Terry Porter,2001,54,42,1678,6.3,14.1,2.8,6.5,3.5,7.5,2.9,3.7,0.8,5.7,6.4,8.0,1.7,0.4,3.3,2.8,18.3,0.7744018
Terry Porter,2002,57,0,1294,5.6,13.2,2.4,5.9,3.2,7.4,2.8,3.4,0.5,6.3,6.8,8.4,1.9,0.7,3.5,3.7,16.4,0.7744018
Terry Rozier,2016,26,0,311,4.5,16.6,0.9,4.2,3.6,12.4,1.3,1.6,3.8,6.1,9.9,5.8,0.9,0.2,3.0,3.6,11.3,0.7744018
Terry Rozier,2017,40,0,1263,5.9,16.1,2.2,7.0,3.7,9.1,2.0,2.6,1.6,7.3,8.9,5.1,1.8,0.4,1.8,2.7,16.1,0.7744018
Terry Rozier,2018,64,16,2068,7.6,19.3,3.7,9.7,3.9,9.6,2.8,3.6,1.5,7.6,9.1,5.6,1.9,0.5,1.9,3.0,21.7,0.7744018
Terry Rozier,2019,70,14,1791,7.0,18.0,3.2,9.1,3.8,8.9,2.0,2.5,0.9,7.4,8.3,6.2,1.8,0.6,1.8,2.7,19.1,0.7744018
Terry Rozier,2020,73,63,2164,9.2,21.8,4.0,9.8,5.2,12.0,3.8,4.4,1.2,5.2,6.4,6.0,1.4,0.2,3.3,2.9,26.3,0.7744018
Terry Rozier,2021,69,69,2383,10.5,23.2,4.5,11.7,5.9,11.5,3.4,4.1,1.0,5.2,6.2,6.0,1.8,0.5,2.6,2.4,28.8,0.7744018
Terry Rozier,2022,75,73,2458,10.1,22.8,4.3,11.6,5.8,11.2,2.9,3.4,1.1,5.1,6.1,6.4,1.8,0.5,1.9,2.3,27.5,0.7744018
Terry Rozier,2023,77,63,2221,10.6,25.5,3.5,10.8,7.0,14.6,3.8,4.7,1.1,4.5,5.6,6.8,1.6,0.3,2.9,2.6,28.5,0.7744018
Terry Rozier,2024,72,60,2040,10.7,24.3,3.6,10.0,7.1,14.3,4.2,4.8,0.9,5.2,6.0,8.3,1.5,0.5,2.6,2.5,29.3,0.7744018
Thabo Sefolosha,2007,40,4,868,6.4,15.1,0.9,2.5,5.6,12.6,1.4,2.7,2.1,7.0,9.0,3.5,1.9,0.6,3.5,5.9,15.1,0.7744018
Thabo Sefolosha,2008,62,22,1436,6.5,15.1,1.0,3.2,5.4,12.0,2.7,3.7,1.8,7.4,9.2,4.6,2.2,1.1,3.3,4.6,16.7,0.7744018
Thabo Sefolosha,2009,65,36,1453,5.4,12.6,0.8,3.1,4.5,9.6,2.2,2.6,1.9,6.7,8.6,3.9,2.7,1.6,2.3,3.7,13.8,0.7744018
Thabo Sefolosha,2010,67,82,2348,4.3,9.7,0.9,2.9,3.4,6.8,1.3,2.0,1.7,6.8,8.5,3.2,2.1,1.0,2.0,3.4,10.7,0.7744018
Thabo Sefolosha,2011,78,79,2049,4.0,8.4,0.7,2.6,3.3,5.8,1.5,2.0,1.6,7.1,8.7,2.8,2.5,1.0,1.4,4.3,10.1,0.7744018
Thabo Sefolosha,2012,80,42,914,3.8,8.8,1.8,4.0,2.0,4.7,2.1,2.4,1.2,6.0,7.2,2.7,2.1,1.0,2.3,4.4,11.5,0.7744018
Thabo Sefolosha,2013,62,81,2229,5.2,10.8,2.5,6.0,2.7,4.8,1.3,1.6,1.3,6.0,7.3,2.9,2.4,1.0,1.5,4.1,14.1,0.7744018
Thabo Sefolosha,2014,81,61,1584,4.5,10.8,1.5,4.8,3.0,6.0,1.7,2.2,1.6,5.4,7.0,3.0,2.5,0.5,1.7,2.9,12.2,0.7744018
Thabo Sefolosha,2015,71,7,976,5.4,13.0,1.3,4.1,4.1,9.0,2.4,3.0,2.8,8.9,11.7,3.9,2.8,1.1,2.0,3.5,14.6,0.7744018
Thabo Sefolosha,2016,67,11,1758,5.3,10.5,1.2,3.5,4.1,7.0,1.7,2.8,1.5,7.9,9.4,3.0,2.4,1.0,1.9,3.1,13.5,0.7744018
Thabo Sefolosha,2017,75,42,1596,5.4,12.2,1.3,3.7,4.1,8.5,1.7,2.3,1.7,6.7,8.3,3.3,3.0,1.0,1.8,3.0,13.7,0.7744018
Thabo Sefolosha,2018,65,6,806,7.3,14.9,2.0,5.2,5.4,9.7,2.7,3.4,1.8,8.2,10.0,2.1,3.2,0.7,1.9,3.7,19.4,0.7744018
Thabo Sefolosha,2019,49,2,609,5.6,11.7,2.7,6.1,2.9,5.6,1.1,1.7,0.6,9.0,9.7,2.1,3.4,0.4,2.0,3.2,14.9,0.7744018
Thabo Sefolosha,2020,52,0,436,3.9,9.7,1.6,5.7,2.3,3.9,0.3,0.8,2.2,7.6,9.9,2.7,2.5,1.3,1.6,4.6,9.8,0.7744018
Thaddeus Young,2008,6,22,1554,9.0,16.7,0.2,0.6,8.8,16.1,2.6,3.5,4.1,6.6,10.7,2.0,2.5,0.3,2.2,4.3,20.8,0.7744018
Thaddeus Young,2009,44,71,2580,9.8,19.9,1.2,3.4,8.7,16.5,2.9,3.9,2.9,4.9,7.8,1.8,2.1,0.5,2.4,3.4,23.7,0.7744018
Thaddeus Young,2010,51,45,2145,9.3,19.9,1.2,3.4,8.2,16.5,2.8,4.0,3.2,5.4,8.6,2.4,2.0,0.4,3.1,3.3,22.6,0.7744018
Thaddeus Young,2011,54,1,2135,11.2,20.8,0.1,0.5,11.1,20.2,3.0,4.3,3.8,6.9,10.6,2.0,2.2,0.6,2.4,4.2,25.6,0.7744018
Thaddeus Young,2012,68,1,1755,10.6,21.0,0.0,0.1,10.6,20.8,3.4,4.4,4.2,5.7,9.9,2.3,2.0,1.3,1.7,3.9,24.6,0.7744018
Thaddeus Young,2013,62,76,2629,10.2,19.2,0.0,0.2,10.2,19.1,2.2,3.8,3.7,7.8,11.5,2.5,2.7,1.1,1.8,3.8,22.6,0.7744018
Thaddeus Young,2014,72,78,2718,10.4,22.9,1.6,5.2,8.8,17.7,2.9,4.1,3.0,5.5,8.5,3.2,3.0,0.6,2.9,3.8,25.2,0.7744018
Thaddeus Young,2015,77,68,2434,9.5,20.3,0.8,2.4,8.7,17.9,2.8,4.2,2.7,6.0,8.6,3.6,2.6,0.5,2.5,3.6,22.5,0.7744018
Thaddeus Young,2016,79,73,2407,10.4,20.2,0.1,0.6,10.2,19.5,2.2,3.4,3.7,10.1,13.8,2.8,2.3,0.8,2.8,3.8,23.1,0.7744018
Thaddeus Young,2017,77,74,2237,8.1,15.4,1.0,2.6,7.1,12.7,1.0,1.9,2.9,7.1,10.0,2.7,2.5,0.6,2.1,3.0,18.2,0.7744018
Thaddeus Young,2018,78,81,2607,8.1,16.6,1.1,3.5,7.0,13.1,1.1,1.8,3.5,6.3,9.8,2.9,2.6,0.7,2.0,3.4,18.3,0.7744018
